"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"981","18aeec9d810de7c7a0de419d0d350ad01edfa2766e42e18135c0ac1fd467b096","1431639277","2018","le1","male","senior_house","no","yes","18","yes"
"982","994b2d95749dcf4be81a09436184c177a7e33305aafe966b31a3805e0e339e9c","1431640339","2015","4","male","simmons","no","yes","21","yes"
"983","b0cbf856e5872228dbdd9072f9ea63b6319c25d3b61bd3727a2113cee8456eb8","1431642912","2015","4","male","fraternity","frat","no","23","yes"
"984","359659cdb2c193bb3f918538af80221fc802d5fe9c3fc036103d19366da9f071","1431644150","2018","le1","female","macgregor","no","yes","19","yes"
"985","ab39350fca835abf7225bba34a88ff1b639efd2ae1039c8956901d2ab6f913a8","1431645316","2018","le1","female","east_campus","sorority","yes","19","yes"
"986","67c50291ffaf0cc288f17cf69b22403601cbffdd3f662db3922d93ddfc635107","1431650878","2017","2","female","next_house","sorority","yes","19","yes"
"987","d4644edba218c4466e4e38cc76a823817c76f13bc8f29fc0279ab8c04ca45824","1431654339","2016","3","female","maseeh","no","yes","20","yes"
"988","ae0f2fe238fb5a9fd9be7a2ff8cee95095cbf5523dcba231be33fb759e567771","1431654825","2017","2","male","simmons","no","no","19","yes"
"989","3985043337794e85d48dd009d359319f6045feceebaa46a67212e081fb39d94d","1431656099","2018","le1","female","other","no","yes","18","yes"
"990","fbfd4f7723f46fe1a6e2ef998b646e296903425a61f053d4963d70d4b2445e6f","1431657981","2017","2","female","east_campus","no","yes","19","yes"
"991","0f04482ef01d6a9e6096a5a5cdc7fce7a6474a0b2f4107df5f05936d0b4b7ffc","1431658062","2018","le1","female","random","sorority","yes","20","yes"
"992","5d1725f92b45f029e55c62e785fa6cc8259bf1803ca090a12a1be4c2d5338839","1431660837","2016","3","female","sorority","sorority","yes","20","yes"
"993","0c305f34fb6ec3f69d65d7761a847e5c27b6992c15651206b98c5255513a2f86","1431682876","2018","le1","female","senior_house","no","yes","19","yes"
"994","5e5bd865f0649f83a868db2dac0366d6783f8fde4c3b996e1185a96b4b166cd7","1431697658","2016","3","male","fraternity","frat","yes","21","yes"
"995","922239e4a3caa82bc528970ddc31484e781ee24e2df5bcfc6f70a543fff96310","1431699282","2016","3","other","ilg","no","yes","21","yes"
"996","c6627d82a847117a87a587d1210d4c0c2d757b85be82f3fc907ed1569173135a","1431700110","NANS","4","female","simmons","no","yes","21","yes"
"997","4281a1e4cb3b6ff8483c0e5c9e312e952228d52e58ed838c9c2b4b15ea74be0f","1431701773","2016","3","female","fraternity","no","yes","21","yes"
"998","8c1ced9c651b1108d4bef94c753281d5f19d01d63db2cd507be9ec6489a61ec3","1431701940","2015","4","female","sorority","sorority","yes","22","yes"
"999","a2648ecb558a1bc1a8efd22b6046876e60b8f52a42e6e5677e0fb1ace8ed8d29","1431702822","2015","4","female","macgregor","no","no","22","yes"
"1000","b3a804bc1a0134cbfb56f4932358d8e5308cf7f9b8c699118f0cd89cadcd759f","1431704098","2016","3","female","bc","sorority","yes","21","yes"
"1001","2884e759367399b9c7a533500387b49b1354044efa406022cdbf8884fdeff5e8","1431705985","2015","4","male","fraternity","frat","yes","22","yes"
"1002","e27765f64087a3a6d51c817d9b60a8bac3da0faafa2b3c934b49a152d66296ae","1431706414","2017","2","male","maseeh","frat","yes","19","yes"
"1003","a7d3e1a9603d6ddd338d961aa5bc8d60e243231395498d22f0e6031d234b78f8","1431707950","2017","2","female","new_house","no","yes","19","yes"
"1004","d8b4eb1b9f1545a6a9b3c77d214f1e736d7326e887627237bc61e5ed4ffb25ff","1431708469","2016","3","female","sorority","sorority","yes","21","yes"
"1005","280410b27967fc32eb4b42e4bc4a94e0baffbc9812ccff84282e545635904ea7","1431712333","2017","2","male","bc","no","yes","19","yes"
"1006","ccdd8a936be8445ee5020ecb90e7bd1e993bed72c866f15c6d69af497c269a86","1431715145","2017","2","female","new_house","no","yes","20","yes"
"1007","9973097d7210f0e45f0c85df3034cab238ee86ca18e17659d861b6852c15c12e","1431716463","2015","4","male","next_house","no","yes","21","yes"
"1008","e9928f6996a646aa803a73b3b7a9ea3b895dc6fdd4a602cc732f04544c79b040","1431719499","2016","3","male","fraternity","frat","yes","22","yes"
"1009","7f4250411ad5d0da3477e3c2ef86ca587babb59a58c9a0fcbe5d97a149749085","1431721824","2016","3","male","maseeh","no","yes","21","yes"
"1010","aa5442abd955db45872c226c266fbca8388df2e45a4b6bfc2cf798a2e2d331c8","1431723876","2016","3","male","random","no","yes","21","yes"
"1011","06b5a1771e1eb75791c59040c0fd6330ebfc94982763eeccb00637faab581d5c","1431724883","2015","4","male","fraternity","frat","yes","21","yes"
"1012","91996a5145d732b36ed78184d00ad18605df5c4cf54bdd3be650a178c8e7c656","1431727661","2017","2","female","next_house","no","yes","20","yes"
"1013","f5031a96f1b77c7ffe9661418b7e8e2d965b7940b3b496d2a4d03e2fd98da84f","1431734311","2015","4","male","random","no","yes","22","yes"
"1014","e353ad776f507a9d2873513a07cd4cb7d0e8e7e90003a58d90677e2ffd93b80c","1431735768","2015","4","male","fraternity","frat","yes","22","yes"
"1015","b68f36cc7032f990577dd90a95ed30689353e480ca12e8e25030ce1ae9d87646","1431742051","2015","4","female","baker","sorority","yes","22","yes"
"1016","f23423626a13d47179e446c5130a3852b7b711b39c1c186529b25a56cbb8c45e","1431750192","2016","3","male","maseeh","no","yes","21","yes"
"1017","340b1b92e7baa30fb678c001a1070e2994fc30680de70100d87e818ac36f20bd","1431751591","2017","2","female","fraternity","no","yes","20","yes"
"1018","568f728d358a596544fec59ddfe9d8fd7c922837f1281b2a25f54c08e454a371","1431752824","2015","4","female","mccormick","no","yes","21","yes"
"1019","79156909c304529a8263302142cbf1a104548ba6bc14deefa5cf97cda54d263c","1431790669","2017","2","male","fraternity","frat","yes","20","yes"
"1020","0da72a827a0f89f16e368c7b13641cfc14c44d77fdb64b3069e129ea7518d0d1","1431792018","2016","3","female","ilg","no","no","22","yes"
"1021","f00a30bf8e01aa4f4df7bc79dd4e05c9f2ff02c4499c75a05d43f5681586d47f","1431795463","2016","ge5","female","mccormick","no","no","22","yes"
"1022","4e309a8248817eae99c0f37e722c47021fc8f34d5aa849c9e46cad3f3fb82482","1431798229","2018","le1","female","simmons","sorority","yes","19","yes"
"1023","1dfc498a7bb7207b890d5c576bfc99bda47053430c1db81cdb0d36c9599c727d","1431806940","2016","3","female","east_campus","no","yes","20","yes"
"1024","7c3115ce95f54923a80a086ce8df9763b188e799e31d105f1bd3e2ae50823261","1431810472","2015","4","female","simmons","no","yes","21","yes"
"1025","54d072d19d8d5468547bf710451bcf53ec1b298e25198df2f543b4059ea0990f","1431810700","2016","3","female","maseeh","no","yes","21","yes"
"1026","00416cb55758c0704ab4bbd89501503e4a41f88759569ba6ef93889217a7ae3b","1431811050","2015","4","male","maseeh","frat","yes","23","yes"
"1027","c4ee112d338818dd502b13036f9b9b21a48c75f0286427bfe1599a34e110c10b","1431821640","2017","2","male","simmons","frat","yes","19","yes"
"1028","db0ebf2010a8969d46a08782f66f7203c280ac28cba299ed4dd773b2959610e4","1431830582","2016","3","female","ilg","no","yes","21","yes"
"1029","bdd4cc0793be2ecd4a0582b631427938a68e39d8726789ee1038849ee9f2bcb0","1431837520","2016","3","male","fraternity","frat","no","22","yes"
"1030","b3506881253870d11fa0da82d4c7dd4ba53e7370b10324359afa9102ecc78d7b","1431857050","2015","4","male","maseeh","frat","no","23","yes"
"1031","655348f85dc6fb5f95730ae791c716a2324a9c91126221fc881b4709cc160f9a","1431869774","2016","3","male","fraternity","frat","yes","21","yes"
"1032","e6df8d54d55063fbe29d9d256fd86780503f59eb28978e6d4fa9bfdb7ebdcbc2","1431881969","2016","3","female","baker","no","yes","20","yes"
"1033","50caf18c9c2fa1ff202a34ea982f06332de7206da7823929b96492b9cc78acc4","1431883473","2016","3","female","off_campus","no","yes","21","yes"
"1034","12a635f97845e171c2b66de549f0ff97389ebdf18afa9fa2a838ff93661603fe","1431894046","2015","4","female","mccormick","no","yes","21","yes"
"1035","6051db256156dff36f2c4d5f41c7440c80da8e3a23de62b052c0179c68a00c55","1431896524","2016","3","female","sorority","sorority","yes","20","yes"
"1036","c951c459612f912c8bc3743d125f4d4415dc68b91bb7df3ad97b908d49f1c2d3","1431896611","2015","4","female","fraternity","frat","no","21","yes"
"1037","43dac9e055bfa48a2053b0b53cd452b43cf204837601761e743c5b6bda7fa62d","1431896707","2017","4","male","simmons","no","no","20","yes"
"1038","ece48ce76a8429c5da4937180071ae9727213d0b1d18fe86015cab6b8d781974","1431896810","2017","2","trans","new_house","no","yes","19","yes"
"1039","21f13d3fdff78ee0ae77928a82e65d835b2b0fcf363dabe6eea509bae8aa8855","1431896965","2016","3","male","simmons","no","yes","21","yes"
"1040","60e84d5ee497bcc243badf16956c00e4611c955224285f376a6981b15fbfb9a8","1431897020","2018","le1","female","mccormick","sorority","yes","18","yes"
"1041","47107131b09ab34a88ab37465ffec33d5232662be62208c73084902d7dbdc795","1431897356","2017","2","female","bc","no","yes","19","yes"
"1042","a015a72890d4ab40cdfdb0244f54bc066ba6c6445e2b1516f723c9fd539ddf9a","1431897270","2017","2","male","baker","no","no","20","yes"
"1043","283a6aa6246ba54d4b76993bb42aecaa0aa2ec0ddfec680ec4c242468020b59b","1431897332","2018","le1","female","new_house","no","yes","18","yes"
"1044","04dc35973408ff0e1248ba2ecabf383834e235250e923011b598e8bfac23c67f","1431897361","2015","4","female","east_campus","no","yes","21","yes"
"1045","008b262ce1ef87246fc7aca28cc090960e4a64ecaea422d8bc7944128ac1d924","1431897495","2017","le1","female","mccormick","no","yes","21","yes"
"1046","64c1f4417fac773b1b09e38b502fec31c73bdb81d9f892f1f1c637914ec883d5","1431897636","2016","3","male","bc","no","yes","21","yes"
"1047","d90a154fc67ead2d64e076a76c82a094322d334c614c380e536837247abf6cb3","1431897666","2017","2","male","east_campus","no","yes","20","yes"
"1048","24bbfd6aa0efc16f0b9de70426355a6b39b5842962360db218de5f1c8c3278b4","1431897710","2018","le1","male","bc","frat","yes","19","yes"
"1049","06a9a35a8c6b540215f77d600684311028a38f6805c1446a20c4ac4b7f9517cf","1431897829","2017","2","female","fraternity","no","yes","19","yes"
"1050","3f4fc2bd462c0e0820e2d23970e9523315714010358ba0b11d8860af5a3be462","1431897914","2016","3","male","other","no","yes","22","yes"
"1051","4b96e3762bb6ffacc19eeac549bef4d5264a045764abc238fee235db36183a9e","1431897920","2015","4","female","baker","no","yes","22","yes"
"1052","d8ad7b76aa3728d61d799d3ef2df2916a63298debdcbaf8cd2e73414e3909914","1431898003","2018","le1","female","mccormick","no","yes","17","yes"
"1053","f42330b99a878951a2c31b87b81f1948f1591d7579d5b8413f8dc62c60df3d3a","1431898133","2016","3","male","fraternity","frat","yes","21","yes"
"1054","76ac226d32ae36ed516ef5f643b0df7b2a8ba78b7faa05c253e4e2e627606f70","1431898154","2018","le1","female","mccormick","no","yes","18","yes"
"1055","d19c4b712fa398830fd8eb533f5ef524be5644b021c65ecf79c72921d7a8bf69","1431898269","2015","ge5","male","ilg","no","no","23","yes"
"1056","1380f3748b94779472a81a3eb9026bd8a418c0e5903a0cf594bed6db621b0227","1431898288","2017","2","male","fraternity","frat","yes","19","yes"
"1057","8b39cf889243cb3f4836462c5869772ad23be1430970f69583d111524aa7d1b4","1431898283","2016","3","female","next_house","no","yes","21","yes"
"1058","0aa06dbbc1ef84865df968b6fdb5b8f111e757e52cb20874cc4cc4d0b2ed39b1","1431898295","2018","le1","male","NANS","no","yes","18","yes"
"1059","7143060114f08eb83f49bfc83308e80900ca18ed2ef43fd009d2b1804359ce89","1431898303","2016","3","male","east_campus","frat","yes","20","yes"
"1060","d642d61ea19208928ae2e79bc59f3f4ca600ab47d3cb1d2fdd9bc396b116e4aa","1431898483","2016","3","female","simmons","no","yes","20","yes"
"1061","119ef7e92e7af4ad3b38eeb73143338f8043aee7a7896a557d345de47ecefc2d","1431898544","2015","4","female","baker","sorority","yes","22","yes"
"1062","60e5a3347cd3d9874c8a6256eb2941329c01d7d80e0394bfecbf91bf9c26ce48","1431898580","2017","2","male","macgregor","no","yes","19","yes"
"1063","b19fbb5ae9ab760d691c635c618cfc173be3ab6b0b795b0b9bd97c65b42910e3","1431898583","2016","3","male","simmons","no","no","20","yes"
"1064","6504733d87b84598801e0ac29ee4f8566d719b6b07d2512434eda44628c20610","1431898588","2018","le1","female","mccormick","no","yes","18","yes"
"1065","d2de7246e2052d1f34eb87e333bfa81ebe8748e2f5a4b84270642d9a5e4d777b","1431898651","2017","2","male","fraternity","frat","yes","20","yes"
"1066","bb042e13b3c2667be80cf06f53d7784bd589cdfb1cc996ed30f4abf02bc596bf","1431898662","2015","4","female","bc","sorority","yes","21","yes"
"1067","47c81675ea4b4a9368473e41d3c594cbac75bc48390d95ef6c8e15af0d8c7b6f","1431898663","2017","2","female","fraternity","no","yes","20","yes"
"1068","b4b259fd480c6394bd43b5e038c16d34c9e08df87a5050694a60930030713fcf","1431898729","2015","4","male","east_campus","no","yes","22","yes"
"1069","33a3ea7f259a52dd71884d1612e1ea811e6b1acc91a6953f4a5237a3f2949b24","1431898752","2018","le1","female","east_campus","no","yes","19","yes"
"1070","9ac7442fdee71b7173e267d3a03de2ec8c8192e08c60a9afd36f6b0784c2741d","1431898754","2015","4","male","other","no","yes","22","yes"
"1071","fbaec973bc383c3fb1467e83c7e2252a02e48ece8915b0f973b1268e9bd3440f","1431898799","2015","4","female","macgregor","no","yes","21","yes"
"1072","fbde0d9929d94312650e5be43a6c05dcc636908c97e3555652c6ec1f138e25b9","1431898785","2018","le1","female","east_campus","no","yes","17","yes"
"1073","2d034fa0e0275fa43d9a71e3234200eca3b8815599cf1a58b139445e48391d6e","1431898835","2015","4","male","east_campus","no","yes","21","yes"
"1074","73ad7ced95d9e4c70dbf63248030534f8e5e639b21810fbaa8185638718a28c0","1431898877","2017","2","male","fraternity","frat","yes","20","yes"
"1075","963240e3e091385d630f7a166da8c914ac857b29fd61612840ffaa17f0759e62","1431898893","2016","3","female","sorority","sorority","yes","21","yes"
"1076","b5430fd1b7acb948a34a764eee7af97edc80e55f160e8bd14f5c4e09cbfb2acd","1431898895","2015","4","male","fraternity","frat","yes","22","yes"
"1077","4d880042d9dc193184a6ded1c95e8936f729b7238bdeabc5e41c9c05f85b8a38","1431898926","2016","3","female","macgregor","no","yes","19","yes"
"1078","c547a8d80d2d1e613ad404b08f665f696c61755998b82407ad8ae100dd56eaac","1431898947","2015","3","female","next_house","no","yes","23","yes"
"1079","ce51fa2637968a6c35b6ff86b7c36a1e89df029ce731f6caed0693d684440a14","1431898979","2017","2","female","sorority","sorority","yes","20","yes"
"1080","af1671c42c08d8000eb6f4caa35ecb029b6d37a551d6670defe46917fd1c85c3","1431899019","2016","3","other","fraternity","frat","yes","21","yes"
"1081","38954b68f3d36ca9a1c93eee6b5e06b52221ea156a3422d0271ebaa901ccbd8e","1431899093","2015","4","male","east_campus","no","yes","21","yes"
"1082","10f91ba6e5abdc11a87aebbb9a5e309854a050b6a6cb436f3b3760d305319566","1431899095","2018","le1","female","new_house","no","yes","19","yes"
"1083","cc371480ca8c1c471d0cb89146c766810dff7eb980686cd022527c60918cf468","1431899117","2015","4","female","bc","no","yes","22","yes"
"1084","a821c3485490d632ec5c96e7a4b6589178ec1ec84dff348f35eb439b3f75bba1","1431899149","NANS","3","female","east_campus","no","yes","21","yes"
"1085","7ecc96bdb1fdc63b2f9889810a37d6065c6dffeaeff0f4f742e04fb5c4190701","1431899162","2017","2","male","next_house","no","yes","20","yes"
"1086","e49df669c6de9383a945a77ad3c894160367f201a93a3319fab1e0512e243657","1431899230","2017","2","male","new_house","no","yes","20","yes"
"1087","3bd901a3584d661359335c034a2315d6ce880e96229a0d5e9b6c99c69bea9ecd","1431899342","2016","3","female","macgregor","no","yes","19","yes"
"1088","3fe06ecb6d3d6630e25eb1354ec1ccf2844d53666377d9aceeea587a6beb5a2e","1431899356","2016","3","male","senior_house","no","no","21","no"
"1089","8b392b7ede8131d24e41fe97ae7da893686f48611b29f6b28a2e8bd9971fcf3a","1431899430","2016","2","other","ilg","no","yes","20","yes"
"1090","0b4d263d6f1333afdb52e0a7e4e672ae2985f2a1a8163551f74919f18200fcdc","1431899506","2018","le1","female","macgregor","no","yes","19","yes"
"1091","564b40aec8c726a4dda690b769a763b7e4bd0acf29ca340cb5232befe008fd63","1431899561","2018","le1","female","macgregor","sorority","yes","19","yes"
"1092","f4ca29ee00d2a66f64639c8f517800e2524b821c2e5b909c5982334815691926","1431899577","2017","2","male","fraternity","frat","yes","19","yes"
"1093","f24f635a4e544709e97e128f55362e21e13bf0e0f09c8d469920f634c26d6276","1431899628","2018","le1","female","maseeh","sorority","yes","18","yes"
"1094","b0bd782697dc94b7eeb7da8339bdd6ae3bf8414ccf42403d9dd2249b42755e87","1431899654","2015","4","male","macgregor","no","yes","22","yes"
"1095","c15c7f9933550980f23d2bea965d0dbb7888da2dadb9daf43aab279b06821c20","1431899677","2015","4","male","maseeh","no","yes","21","yes"
"1096","b8c1cb5d9b89b91b7fd5a8d8a70176ace22df1a342ce5e42b740e9de5465e820","1431899726","2018","le1","male","simmons","no","yes","19","yes"
"1097","345233658450d1c6df50aaff3b97f3d6ef8f98cd258eda8662ef2e5892342749","1431899705","2016","3","male","simmons","no","yes","21","yes"
"1098","3337e2288870e0860a980c9332b48f86506f2ef153cf7df13c13a8d66afc9d67","1431899731","2016","3","female","east_campus","no","yes","20","yes"
"1099","9f43c5d4a34cfaa8e65c489098e1547402ec7502f3b5d111eb23a6232636c62e","1431899742","2016","3","male","macgregor","no","yes","20","yes"
"1100","f460df0cb711c8c45f0391a099268708da1d3ea5090e00816db980d325dffe8a","1431899884","2017","2","male","simmons","no","yes","20","yes"
"1101","5b2e87eaf3a102b997c013ec88683f8f5c2a3f2fb6640a07059f769b5fe33bc9","1431899887","2017","2","male","east_campus","no","yes","ge_25","yes"
"1102","eaeafe2da44f7d355986075014e40094d0996ca44cb85457627ea3f7d1889f1d","1431899972","2015","4","male","fraternity","frat","yes","22","yes"
"1103","cca87590f466d9d22f17d38f414deefac5ac1d8ab0f70553270c17b776568f5b","1431899975","2016","3","male","fraternity","frat","yes","21","yes"
"1104","094edfa09d27569e500b95be55d264754a94b3cd9cad83f929cbe6a264bdd34a","1431900036","2016","3","female","ilg","no","yes","20","yes"
"1105","320aa6d90bac8334e1f31bed39e62fb409d0026b9e904b8f15ff50dd53b6cf53","1431900072","2016","2","male","baker","no","yes","22","yes"
"1106","24367c14dba6c5dffee69857214b2068ab2324ea3b5dd511a00e547d0b44cfbb","1431900150","2015","4","male","maseeh","no","yes","23","yes"
"1107","b4591731c57381b427165760f94d74c84d56ca6596c455089a2e148768558ecd","1431900123","2017","2","male","macgregor","no","yes","19","yes"
"1108","d85b50b41b6a307adf8e2101ec84d050b34cd0e15cad5cbe9d2a35de89c2cbdc","1431900123","2015","4","female","mccormick","no","no","21","yes"
"1109","9fec7dcc0478b3f56a9887ed81c1d8dfaed8ecab575e442c6601af27ad84476c","1431900127","2018","le1","female","simmons","no","yes","18","yes"
"1110","cded39aaea0864f52a4a9d8148fc7016703b2b95addba49a7570ebee92e8c94e","1431900140","2016","3","female","sorority","sorority","yes","20","yes"
"1111","80b54573aac9ead049b27b3dafae96c534e3c1368e1ced08ac1827528632adeb","1431900154","2017","2","male","simmons","no","yes","20","yes"
"1112","d9556c065e87fdab924d559079a75a498a8103529d4cc706ac8bfca1332a9149","1431900360","2016","3","male","fraternity","frat","yes","21","yes"
"1113","8bcb9501c96faaa451dc02c0a3f9824c12b8a9c0583fbc780671fa65c3d0395a","1431900354","2017","2","male","fraternity","frat","yes","20","yes"
"1114","591e47570b5fa5ec276b27b0590a56794d4c3c171e543d089d4bc60e1e3cfe3b","1431900402","2015","4","female","east_campus","no","yes","22","yes"
"1115","d63789621a73737f16fc2c91a4b8f6ff58f31704ae3519499003a4ca8addbc1c","1431900413","2018","le1","female","macgregor","no","yes","19","yes"
"1116","ddd363f638fd10a7bea7c8ed4adb0d81bc6e9438b4c7346d0faaf39c9235291f","1431900487","2015","4","male","new_house","no","yes","20","yes"
"1117","c1ca338d65728f0e4bb8b3ec6142ad604404804090660f8284d47fa1a06fcd3e","1431900492","2018","le1","female","simmons","no","yes","18","yes"
"1118","2725e82d98ce4d0b3816d649e46b6f3a9fb11ce16773468868dfcdfd667f9cdd","1431900526","2016","3","male","fraternity","frat","yes","21","yes"
"1119","a3e6362be38e262a992b8b40c582922065e0fbb109262326d1918091ce105824","1431900518","2018","le1","male","next_house","frat","yes","17","yes"
"1120","cbd54fcaa51f567374fe383d3b3f82538c4111de07fd276f4ecb6f4969bf2a49","1431900629","2018","2","male","baker","frat","yes","18","yes"
"1121","62c400631e0865ab1811e6bcf74391265b7167cec9975b8864042971ffe92c46","1431900686","2018","le1","female","east_campus","no","yes","18","yes"
"1122","e1f01eb5501341a7826ad733cb6c1f517a3ed0dc00913da6283ef0fb021fad56","1431900707","2017","2","female","macgregor","no","yes","20","yes"
"1123","0c19e367ea1ecc511fd080f7816c2a40b45ff0e5befa0f8ab6ae9b2b2619c1bf","1431900791","2016","3","male","fraternity","frat","yes","21","yes"
"1124","6c8011e2dc541074025aa5189e12c7a9b94ad29461347d08bcbf5b0bf9994428","1431900812","2014","ge5","male","fraternity","frat","yes","23","yes"
"1125","87b3064caa0dec0d852e7a0c8b924cd7b2faddd617254bf3956e908314ff338e","1431900911","2015","4","female","next_house","no","yes","22","yes"
"1126","3065e4b3be85b981d9f709bd189a8e0bac7351d3f4f4fb88be5ac7f604686267","1431900947","2017","2","male","next_house","no","yes","19","yes"
"1127","ea53d92c323b0084f03c21f1f39d521da3285f37a86597123f52701ef732be32","1431901023","2018","le1","male","baker","frat","yes","19","yes"
"1128","4efe3520488d61a583ebd613f614fa92337d0d39847a9ad1d4847c3f17831d69","1431901199","2016","3","female","baker","no","yes","20","yes"
"1129","2d7b794098c4eeac5b0fcd623f4278193b463aaa9318e6b6acc66c2f592f3414","1431901211","2016","3","male","fraternity","frat","yes","20","yes"
"1130","3e8d3ec434ea4bbee6f1a316ef35d6d12e7d1f9b8dc49c39772308bf370297c6","1431901256","2017","2","female","bc","no","yes","20","yes"
"1131","6ccbce846a9406f7f3c88a37c20b9a0c7efbe020b7334f64ce1d41b18721aa6d","1431901253","2017","2","male","baker","no","no","19","yes"
"1132","83d51e0e90fa479eabe6bfb3bc7aa16cb9f4465b8f7efbf1ba083d0a216821ff","1431901340","2016","3","female","bc","sorority","yes","20","yes"
"1133","8bac2db0ef4dfccab8876f97b96be21c8f28fbebcfca6873790c76a9a82607ec","1431901481","2015","4","male","baker","no","yes","22","yes"
"1134","48c35ec6283efec7acd9be8bdcbef5d83355588101ed011f34aa405ca9821584","1431901430","2017","2","female","maseeh","sorority","yes","19","yes"
"1135","aae1134e98dc6bc776a406556b16dc61e9c3ac1129da988b8a892133e4d4872c","1431901432","2018","le1","female","macgregor","no","yes","19","yes"
"1136","62fbef691f3c5813ad75bbf00c5cf33d6eb170f98575d24c65dadbfe9df99b48","1431901527","2017","2","female","maseeh","sorority","yes","19","yes"
"1137","91e8ffed94732dac2d24328b8ff192f4ab50e2210d43c8c4f41f305b6ed28839","1431901659","2015","4","male","east_campus","no","no","22","yes"
"1138","4768e68ad27e41a2507888ad8e334209a3ec6f848b1f91478e00dbedb82f28b3","1431901667","2016","3","female","mccormick","no","yes","21","yes"
"1139","d79027d9985a7be79009abc9b6502646e869dfa3343282f542e6e0805a7f7034","1431901674","2018","le1","male","bc","frat","no","18","yes"
"1140","77d6595cfe9b584be598e08be68386bad8fcee115f8dff8c46aa98831352d60a","1431901717","2016","3","female","bc","no","yes","20","yes"
"1141","7b63976801270b8f6165b18a3ead6df50c3a976fcc4d7085b2e3b071c376033f","1431901709","2016","3","female","mccormick","no","yes","20","yes"
"1142","ffbc302b877d8d6722e93b35656e8629e839769850cb63fdf91a5f74a287cfe8","1431901755","2018","le1","male","maseeh","no","no","18","yes"
"1143","ff8cc7b1be4083d4e0c99a0d3eb6c904fe307e6167cf47a8e7552bc7c9c52018","1431901781","2016","3","female","ilg","sorority","no","21","yes"
"1144","1c85b9066eec3f82d079ff8ae69c65c80b586f52f43206adc20d77735c6a199f","1431902013","2016","3","female","east_campus","frat","no","21","yes"
"1145","252e3d4659dec7d3b9f54574d91ad610751f1acc5d5ebdfc0a9dd48bd17894c6","1431902009","2015","4","male","new_house","no","yes","21","yes"
"1146","6ed1f6985750624c6eebc21c668d61f65072adbe65d399e35fc58fe5716f0444","1431902018","2017","4","female","bc","no","no","19","yes"
"1147","41c789acc86a4f2a24b8b6c8a259ea0f0ab21c721bbf2a791f50ce1a39a5fb68","1431902025","2017","2","male","next_house","no","yes","19","yes"
"1148","f4a0343efd3d349d89e98218690ed683d89b220d82bb30d5398cbb27175ece58","1431902044","2018","le1","male","fraternity","frat","yes","18","yes"
"1149","90a0f4713be9574f51f3fae751ea79fa4ac386528b20913ae3c9c5158ed5b20c","1431902120","2018","le1","male","next_house","no","yes","18","yes"
"1150","dd17a8353ee099be0b840b72c0165b237198cfeb784936ce22535d61960aea03","1431902105","2018","le1","male","east_campus","no","yes","18","yes"
"1151","d0876f4b09369c623944fbb6a9f789bd3ff9538ecba0be0cbf0630ab609184eb","1431902130","2018","le1","male","simmons","no","yes","18","yes"
"1152","c4767daaf475ee63aa7e92e68dc4d4aff7a1944fd62a38ed0530de26313b9da1","1431902150","2017","2","female","bc","no","yes","20","yes"
"1153","51e777c8b2aa97610f289c8bf5560d4a248fd8339526cbd748e601bcf9fc31fc","1431902200","2018","le1","female","senior_house","no","yes","19","yes"
"1154","6d59c873243a9e48d909667ace845864d7ac4dc292c2782b34726c66b9e4cec1","1431902225","2017","2","female","east_campus","no","no","18","yes"
"1155","03c1c237460c6d051238ce937458fdeeba8cca762c15f1c0f3395e232558c49a","1431902301","2018","le1","female","bc","sorority","yes","19","yes"
"1156","7470821b1519fc0aa1dc8a849b2cb5f297d806ca2a3a5401e5b5a1d43d2a8ed3","1431902442","2015","4","female","sorority","sorority","yes","22","yes"
"1157","2364b00c3ff29bea5bee8e827943219aa281ec553d61c98d4e6d6cbabfddf6b5","1431902447","2018","le1","female","bc","no","yes","18","yes"
"1158","89e6f32104aef89dc42e78d21981a8a4768efcacb019f48f0b34cddfdaf1cf79","1431902470","2018","le1","male","next_house","no","yes","19","yes"
"1159","1ef35edfc1b63452ce52f909d6246e871a3f4b40281e2c79b208a2f0859d2777","1431902478","2018","le1","female","baker","sorority","no","20","yes"
"1160","e56aae47ab4270f3a6ac928a00ba903ff65282383483eea9e1d5d26bea22e5e5","1431902551","2015","4","female","off_campus","sorority","yes","22","yes"
"1161","5dbf9db7dae73532fab71bf90be6e04fb0d337b9e7685beca4a68e43b9fb3982","1431902562","2015","4","female","sorority","sorority","yes","22","yes"
"1162","9680127ada0233cd0e5059bb887dbde79ebd2dfedf31924a4c9ca3f2db7d7271","1431902567","2016","3","female","other","sorority","yes","21","yes"
"1163","7d0fbd0a8bdbd879625c01b38ffa9782180e5d80cfad748e59018d13efa834f0","1431902628","2017","2","female","sorority","sorority","yes","19","yes"
"1164","21f060fcce86d71c51d6e9989e7286479d835cc6b27007a31943995887623e28","1431902658","2016","3","male","bc","no","no","22","yes"
"1165","70f2e47970d563b2edc11585b24abe5f775d7332b425c9f14b2f68eadbfd7168","1431902648","2018","le1","male","east_campus","no","yes","18","yes"
"1166","5163c0e7d353518a0f9554fda1a03756a24b575c2df6b2012ac13d33a778ac30","1431902656","2016","3","male","fraternity","frat","yes","21","yes"
